"Country_Year","Year","BronzeCount","SilverCount","GoldCount","TotalMedalCount","Density Value","GDP Value","Pop Value","DensityPerBronze","DensityPerSilver","DensityPerGold","DensityPerTotal","GDPPerBronze","GDPPerSilver","GDPPerGold","GDPPerTotal","PopulationPerBronze","PopulationPerSilver","PopulationPerGold","PopulationPerTotal"
"Netherlands 1984","1984","14","7","20","41","427.2574348","144000000000","14424211","30.5183882000000000","61.0367764000000000","21.3628717400000000","10.4209130439024390","10285714285.71428571","20571428571.42857143","7200000000.00000000","3512195121.95121951","1030300.785714285714","2060601.571428571429","721210.550000000000","351810.024390243902"
"Netherlands 1988","1988","38","8","6","52","437.2065758","262000000000","14760094","11.5054362052631579","54.6508219750000000","72.8677626333333333","8.4078187653846154","6894736842.10526316","32750000000.00000000","43666666666.66666667","5038461538.46153846","388423.526315789474","1845011.750000000000","2460015.666666666667","283847.961538461538"
"Netherlands 1992","1992","10","21","6","37","449.7679502","363000000000","15184166","44.9767950200000000","21.4175214380952381","74.9613250333333333","12.1558905459459459","36300000000.00000000","17285714285.71428571","60500000000.00000000","9810810810.81081081","1518416.600000000000","723055.523809523810","2530694.333333333333","410382.864864864865"
"Netherlands 1994","1994","3","1","0","4","455.6527844","379000000000","15382838","151.8842614666666667","455.6527844000000000",NULL,"113.9131961000000000","126333333333.33333333","379000000000.00000000",NULL,"94750000000.00000000","5127612.666666666667","15382838.000000000000",NULL,"3845709.500000000000"
"Netherlands 1996","1996","26","9","38","73","460.0265995","450000000000","15530498","17.6933307500000000","51.1140666111111111","12.1059631447368421","6.3017342397260274","17307692307.69230769","50000000000.00000000","11842105263.15789474","6164383561.64383562","597326.846153846154","1725610.888888888889","408697.315789473684","212746.547945205479"
"Netherlands 1998","1998","2","4","5","11","465.2609301","438000000000","15707209","232.6304650500000000","116.3152325250000000","93.0521860200000000","42.2964481909090909","219000000000.00000000","109500000000.00000000","87600000000.00000000","39818181818.18181818","7853604.500000000000","3926802.250000000000","3141441.800000000000","1427928.090909090909"
"Netherlands 2000","2000","23","29","27","79","471.7272808","417000000000","15925513","20.5098817739130435","16.2664579586206897","17.4713807703703704","5.9712314025316456","18130434782.60869565","14379310344.82758621","15444444444.44444444","5278481012.65822785","692413.608695652174","549155.620689655172","589833.814814814815","201588.772151898734"
"Netherlands 2002","2002","0","5","3","8","478.3450533","474000000000","16148929",NULL,"95.6690106600000000","159.4483511000000000","59.7931316625000000",NULL,"94800000000.00000000","158000000000.00000000","59250000000.00000000",NULL,"3229785.800000000000","5382976.333333333333","2018616.125000000000"
"Netherlands 2004","2004","22","51","4","77","482.2801836","658000000000","16281779","21.9218265272727273","9.4564741882352941","120.5700459000000000","6.2633790077922078","29909090909.09090909","12901960784.31372549","164500000000.00000000","8545454545.45454545","740080.863636363636","319250.568627450980","4070444.750000000000","211451.675324675325"
"Netherlands 2006","2006","8","2","3","13","484.1854562","734000000000","16346101","60.5231820250000000","242.0927281000000000","161.3951520666666667","37.2450350923076923","91750000000.00000000","367000000000.00000000","244666666666.66666667","56461538461.53846154","2043262.625000000000","8173050.500000000000","5448700.333333333333","1257392.384615384615"
"Netherlands 2008","2008","4","18","39","61","487.1324941","952000000000","16445593","121.7831235250000000","27.0629163388888889","12.4905767717948718","7.9857785918032787","238000000000.00000000","52888888888.88888889","24410256410.25641026","15606557377.04918033","4111398.250000000000","913644.055555555556","421681.871794871795","269599.885245901639"
"Netherlands 2010","2010","6","1","4","11","492.5998814","847000000000","16615394","82.0999802333333333","492.5998814000000000","123.1499703500000000","44.7818074000000000","141166666666.66666667","847000000000.00000000","211750000000.00000000","77000000000.00000000","2769232.333333333333","16615394.000000000000","4153848.500000000000","1510490.363636363636"
"Netherlands 2012","2012","19","29","21","69","496.8849941","839000000000","16754962","26.1518417947368421","17.1339653137931034","23.6611901952380952","7.2012317985507246","44157894736.84210526","28931034482.75862069","39952380952.38095238","12159420289.85507246","881840.105263157895","577757.310344827586","797855.333333333333","242825.536231884058"
"Netherlands 2014","2014","9","7","13","29","500.5938854","892000000000","16865008","55.6215428222222222","71.5134122000000000","38.5072219538461538","17.2618581172413793","99111111111.11111111","127428571428.57142857","68615384615.38461538","30758620689.65517241","1873889.777777777778","2409286.857142857143","1297308.307692307692","581552.000000000000"
"Netherlands 2016","2016","13","25","9","47","505.8008316","784000000000","17030314","38.9077562769230769","20.2320332640000000","56.2000924000000000","10.7617198212765957","60307692307.69230769","31360000000.00000000","87111111111.11111111","16680851063.82978723","1310024.153846153846","681212.560000000000","1892257.111111111111","362347.106382978723"
"New Zealand 1964","1964","2","0","4","6","9.818844708","7274144351","2585400","4.9094223540000000",NULL,"2.4547111770000000","1.6364741180000000","3637072175.50000000",NULL,"1818536087.75000000","1212357391.83333333","1292700.000000000000",NULL,"646350.000000000000","430900.000000000000"
"New Zealand 1968","1968","2","0","5","7","10.43674756","5180597621","2748100","5.2183737800000000",NULL,"2.0873495120000000","1.4909639371428571","2590298810.50000000",NULL,"1036119524.20000000","740085374.42857143","1374050.000000000000",NULL,"549620.000000000000","392585.714285714286"
"New Zealand 1972","1972","1","4","9","14","11.02844556","9567331065","2903900","11.0284455600000000","2.7571113900000000","1.2253828400000000","0.78774611142857142857","9567331065.00000000","2391832766.25000000","1063036785.00000000","683380790.35714286","2903900.000000000000","725975.000000000000","322655.555555555556","207421.428571428571"
"New Zealand 1976","1976","9","1","15","25","11.81307204","13604832424","3110500","1.3125635600000000","11.8130720400000000","0.78753813600000000000","0.47252288160000000000","1511648047.11111111","13604832424.00000000","906988828.26666667","544193296.96000000","345611.111111111111","3110500.000000000000","207366.666666666667","124420.000000000000"
"New Zealand 1984","1984","6","1","16","23","12.25589609","21665975319","3227100","2.0426493483333333","12.2558960900000000","0.76599350562500000000","0.53286504739130434783","3610995886.50000000","21665975319.00000000","1354123457.43750000","941998926.91304348","537850.000000000000","3227100.000000000000","201693.750000000000","140308.695652173913"
"New Zealand 1988","1988","16","4","4","24","12.46971251","45176811594","3283400","0.77935703187500000000","3.1174281275000000","3.1174281275000000","0.51957135458333333333","2823550724.62500000","11294202898.50000000","11294202898.50000000","1882367149.75000000","205212.500000000000","820850.000000000000","820850.000000000000","136808.333333333333"
"New Zealand 1992","1992","5","10","1","16","13.41270746","41649829860","3531700","2.6825414920000000","1.3412707460000000","13.4127074600000000","0.83829421625000000000","8329965972.00000000","4164982986.00000000","41649829860.00000000","2603114366.25000000","706340.000000000000","353170.000000000000","3531700.000000000000","220731.250000000000"
"New Zealand 1996","1996","4","2","3","9","14.17340777","70140835299","3732000","3.5433519425000000","7.0867038850000000","4.7244692566666667","1.5748230855555556","17535208824.75000000","35070417649.50000000","23380278433.00000000","7793426144.33333333","933000.000000000000","1866000.000000000000","1244000.000000000000","414666.666666666667"
"New Zealand 2000","2000","3","0","1","4","14.65079184","52623281957","3857700","4.8835972800000000",NULL,"14.6507918400000000","3.6626979600000000","17541093985.66666667",NULL,"52623281957.00000000","13155820489.25000000","1285900.000000000000",NULL,"3857700.000000000000","964425.000000000000"
"New Zealand 2004","2004","0","2","4","6","15.5235274","104000000000","4087500",NULL,"7.7617637000000000","3.8808818500000000","2.5872545666666667",NULL,"52000000000.00000000","26000000000.00000000","17333333333.33333333",NULL,"2043750.000000000000","1021875.000000000000","681250.000000000000"
"New Zealand 2008","2008","9","2","4","15","16.17788918","133000000000","4259800","1.7975432422222222","8.0889445900000000","4.0444722950000000","1.0785259453333333","14777777777.77777778","66500000000.00000000","33250000000.00000000","8866666666.66666667","473311.111111111111","2129900.000000000000","1064950.000000000000","283986.666666666667"
"New Zealand 2012","2012","15","3","9","27","16.74110364","176000000000","4408100","1.1160735760000000","5.5803678800000000","1.8601226266666667","0.62004087555555555556","11733333333.33333333","58666666666.66666667","19555555555.55555556","6518518518.51851852","293873.333333333333","1469366.666666666667","489788.888888888889","163262.962962962963"
"New Zealand 2016","2016","5","25","6","36","17.90323193","189000000000","4714100","3.5806463860000000","0.71612927720000000000","2.9838719883333333","0.49731199805555555556","37800000000.00000000","7560000000.00000000","31500000000.00000000","5250000000.00000000","942820.000000000000","188564.000000000000","785683.333333333333","130947.222222222222"
"Niger 1972","1972","1","0","0","1","3.889096076","742779660.8","4926318","3.8890960760000000",NULL,NULL,"3.8890960760000000","742779660.80000000",NULL,NULL,"742779660.80000000","4926318.000000000000",NULL,NULL,"4926318.000000000000"
"Niger 2016","2016","0","1","0","1","16.51673088","10398861982","20921743",NULL,"16.5167308800000000",NULL,"16.5167308800000000",NULL,"10398861982.00000000",NULL,"10398861982.00000000",NULL,"20921743.000000000000",NULL,"20921743.000000000000"
"Nigeria 1964","1964","1","0","0","1","53.64288679","5552931319","48856332","53.6428867900000000",NULL,NULL,"53.6428867900000000","5552931319.00000000",NULL,NULL,"5552931319.00000000","48856332.000000000000",NULL,NULL,"48856332.000000000000"
"Nigeria 1972","1972","1","0","0","1","63.87324352","12274416018","58173834","63.8732435200000000",NULL,NULL,"63.8732435200000000","12274416018.00000000",NULL,NULL,"12274416018.00000000","58173834.000000000000",NULL,NULL,"58173834.000000000000"
"Nigeria 1984","1984","4","1","0","5","89.30635945","73484359521","81337553","22.3265898625000000","89.3063594500000000",NULL,"17.8612718900000000","18371089880.25000000","73484359521.00000000",NULL,"14696871904.20000000","20334388.250000000000","81337553.000000000000",NULL,"16267510.600000000000"
"Nigeria 1992","1992","4","7","0","11","109.9970849","52058181854","100182045","27.4992712250000000","15.7138692714285714",NULL,"9.9997349909090909","13014545463.50000000","7436883122.00000000",NULL,"4732561986.72727273","25045511.250000000000","14311720.714285714286",NULL,"9107458.636363636364"
"Nigeria 1996","1996","3","4","17","24","121.8267872","186000000000","110956183","40.6089290666666667","30.4566968000000000","7.1662816000000000","5.0761161333333333","62000000000.00000000","46500000000.00000000","10941176470.58823529","7750000000.00000000","36985394.333333333333","27739045.750000000000","6526834.294117647059","4623174.291666666667"
"Nigeria 2000","2000","0","2","6","8","134.8880442","69171451627","122851984",NULL,"67.4440221000000000","22.4813407000000000","16.8610055250000000",NULL,"34585725813.50000000","11528575271.16666667","8646431453.37500000",NULL,"61425992.000000000000","20475330.666666666667","15356498.000000000000"
"Nigeria 2004","2004","8","0","0","8","150.1551962","136000000000","136756848","18.7693995250000000",NULL,NULL,"18.7693995250000000","17000000000.00000000",NULL,NULL,"17000000000.00000000","17094606.000000000000",NULL,NULL,"17094606.000000000000"
"Nigeria 2008","2008","7","16","0","23","167.3117318","339000000000","152382506","23.9016759714285714","10.4569832375000000",NULL,"7.2744231217391304","48428571428.57142857","21187500000.00000000",NULL,"14739130434.78260870","21768929.428571428571","9523906.625000000000",NULL,"6625326.347826086957"
"Nigeria 2016","2016","18","0","0","18","207.1510162","405000000000","188666931","11.5083897888888889",NULL,NULL,"11.5083897888888889","22500000000.00000000",NULL,NULL,"22500000000.00000000","10481496.166666666667",NULL,NULL,"10481496.166666666667"
"North Macedonia 2000","2000","1","0","0","1","79.68344475","3772859034","2026350","79.6834447500000000",NULL,NULL,"79.6834447500000000","3772859034.00000000",NULL,NULL,"3772859034.00000000","2026350.000000000000",NULL,NULL,"2026350.000000000000"
"Norway 1964","1964","6","6","3","15","10.11471509","7159202706","3694339","1.6857858483333333","1.6857858483333333","3.3715716966666667","0.67431433933333333333","1193200451.00000000","1193200451.00000000","2386400902.00000000","477280180.40000000","615723.166666666667","615723.166666666667","1231446.333333333333","246289.266666666667"
"Norway 1968","1968","2","11","15","28","10.44914085","10159934137","3816486","5.2245704250000000","0.94992189545454545455","0.69660939000000000000","0.37318360178571428571","5079967068.50000000","923630376.09090909","677328942.46666667","362854790.60714286","1908243.000000000000","346953.272727272727","254432.400000000000","136303.071428571429"
"Norway 1972","1972","11","10","4","25","10.76815499","17358610850","3933004","0.97892318090909090909","1.07681549900000000000","2.6920387475000000","0.43072619960000000000","1578055531.81818182","1735861085.00000000","4339652712.50000000","694344434.00000000","357545.818181818182","393300.400000000000","983251.000000000000","157320.160000000000"
